0x8ff84c30,16
0x5e237e06,4
0x70211ebd,5
0xf5eea74e,3
0x1d39a761,3
0x76146e92,5
0x4f934137,5
0x5dbfe258,3
0x75fcc7b5,3
0x1a36341b,5
0xb12bd53f,4
0x2011d653,4
0xa7f3f69c,4
0xf97b6e1d,16
0x12adee70,8
0x70104e7f,4
0x7b9ccd69,8
0x8a1f731c,4
0xec462584,5
0xe1ab8a2b,5
0x1ba4b748,5
0x4aa7ae5b,13
0x3c0be07c,14
0xffc98f39,5
0x5c6b25a,5
0x3128e394,11
0x546b2c91,12
0xda1cd65b,4
0x2013eb38,4
0x54eb78b2,9
0xaee445d1,9
0xf5af351a,9
0xfa00879,9
0x49ca8d6,11
0x61df67d3,12
0x61fccbdd,4
0x9bf3f6be,4
0x8a974213,15
0xc136ea4d,16
0xeb263e0d,5
0x1129036e,5
0xe008fd84,5
0x1a07c0e7,5
0x2da065a9,23
0xea6a3fa8,9
0xfcd2b1d2,9
0x73636e12,9
0x65dbe068,9
0x4645e84,9
0x12dcd0fe,9
0xf901ca3a,9
0xefb94440,9
0x8e06faac,9
0x98be74d6,9
0x170fab16,9
0x1b7256c,9
0x60089b80,9
0x76b015fa,9
0xd22c99f9,9
0xc4941783,9
0xa52ba96f,9
0xb3932715,9
0x3c22f8d5,9
0x2a9a76af,9
0x4b25c843,9
0x5d9d4639,9
0xcb37a8b8,9
0xdd8f26c2,9
0xbc30982e,9
0xaa881654,9
0x2539c994,9
0x338147ee,9
0x523ef902,9
0x44867778,9
0x84763e7f,9
0x92ceb005,9
0xf3710ee9,9
0xe5c98093,9
0x6a785f53,9
0x7cc0d129,9
0x1d7f6fc5,9
0xbc7e1bf,9
0x44de13da,12
0x9ec55c97,5
0xb12a4871,8
0xde8d2c1e,6
0x920bac49,3
0xab186afd,5
0xed6cadbd,7
0x7465fc07,7
0x362cc91,7
0x9d065932,7
0xea0169a4,7
0x7308381e,7
0x40f0888,7
0x94b01519,7
0xe3b7258f,7
0x428228f,10
0xfe954337,7
0x2ad47ce8,7
0x679c128d,7
0xb3dd2d52,7
0xce05ab2c,14
0x2a123963,4
0xd01d0400,4
0x2c2b94b9,5
0x8cdc1683,1
0xfbdb2615,1
0x62d277af,1
0x5b2ca42f,5
0x8973359c,14
0x9de64a75,15
0x4f1ae623,12
0xe824102b,11
0x44441d8e,19
0x33330736,13
0x737c7f40,13
0x3d5afce9,6
0x9fadfd42,11
0xcd02c2d1,12
0x8a9f5a58,13
0x965973ae,8
0x804a1caa,13
0xbd3abff7,16
0xd676796b,14
0xd4bda699,17
0xdba2c8a4,16
0x8166da1a,9
0xd89a51f5,7
0x8cde5729,4
0xe9c32a32,8
0x8b83b02a,6
0x7cc0c48b,7
0x22956c96,7
0x718c8d49,6
0x3063adac,6
0xca6c90cf,6
0xea2f92fd,11
0x1020af9e,11
0x5dcc4680,10
0xa7c37be3,10
0xe62c5b06,10
0x1c236665,10
0x24061b83,10
0xb52a5be0,7
0xe35e00df,7
0x4a3cee7d,11
0xea9afeb3,11
0xe72f8845,10
0x528060ed,4
0xdda6e361,10
0xa17b1dd0,3
0x9d762289,3
0x33bf970b,8
0x5c37a28,9
0xb5f83ccd,5
0xdfec3f39,4
0xc112618c,12
0x2455d0d1,7
0x414f7e1a,15
0xe0418301,11
0xd1bdf5ba,19
0x466f2ffc,6
0xab952081,13
0x35f6d8e6,13
0x37b1f9eb,12
0x7cd5541,6
0x78b577e2,13
0xe6d68f85,13
0x2b8c811b,13
0x6127e362,12
0x38e4b741,11
0x4af512a7,24
0xb48e44ec,4
0x85f7afd4,6
0x85065329,12
0xd1409fd5,12
0x7067c984,25
0xd470239,25
0xd8b143b2,22
0x7892d10d,10
0x7c37b45d,4
0x8fce0ef3,6
0x24221466,13
0xdc28b2a2,15
0xf5c41198,9
0x222fa3d9,9
0x6ccd4022,9
0xbb26f263,9
0x9bb432f7,16
0x4a94a4d5,17
0x45d474b4,12
0xd3da0259,12
0xc10e5d3a,12
0xa45ce0a1,12
0x140e34f3,14
0x21ba987b,9
0x21746950,10
0x378c9ca3,10
0xd599f320,13
0xb867568c,14
0x51c61dc4,7
0x2f3e398b,11
0x5a53cb87,12
0x688720ee,7
0xda454dfb,5
0xaef76731,10
0x51d7d395,2
0x26d0e303,2
0xbfd9b2b9,2
0x20ef085,2
0x7509c013,2
0xec0091a9,2
0x1b15c1c4,2
0x6c12f152,2
0xf51ba0e8,2
0x6f7d7530,8
0xf677ff06,6
0xbff6fc15,11
0x819a7409,10
0x932fdbe7,10
0x2b93bc82,10
0xb644843b,10
0xef8e35e,10
0x1c4d4cb0,10
0xa4f12bd5,10
0xfc923b83,10
0x442e5ce6,10
0x4f415ca0,13
0x18c3a29f,10
0x3247b29b,14
0xb54bdfa5,15
0x1ccea978,10
0x35dd2474,19
0xc77a55,14
0xacb1718d,18
0xf2dfe6f4,11
0x8693b63e,16
0xc492aed3,17
0xa6f03616,14
0x2769fae9,12
0x37935f22,12
0x495c7bfd,7
0xed3904fd,13
0xd51c7678,7
0x2e170e21,10
0x91f2549e,8
0x6698a3ee,9
0x52fa35f6,15
0x2e663dac,11
0xb76f6c16,11
0xc0685c80,11
0xcc179112,13
0x155c6544,11
0xa766153b,12
0x742e8238,12
0x30e74db6,12
0x9ba8b21f,18
0x3d790172,13
0xf3a0c832,6
0x452c3f6a,20
0x793499f9,14
0xd55a6d2b,5
0x27ab9ecf,14
0xa699dbf2,15
0xccad6c9e,14
0xef20f835,18
0x33ede80c,20
0x104ad8a,18
0x1ba5c0b0,13
0x578bc40,14
0xe39580a9,18
0x1865e934,15
0xdf3c0077,21
0x5b760e8d,21
0xa0e4d3d1,18
0xc9d5f0c8,18
0xacfe3d84,15
0x4788b06,16
0x803285fc,16
0x8387e9d0,22
0x7b3eadd5,20
0xdd6e0871,18
0x53e10f92,18
0x9f4b0f0c,18
0xce9a16b7,19
0x4c7f403b,20
0x78a2322e,20
0x8caf3e29,19
0xe14607b0,19
0x7ec7ebb9,19
0x215e8038,19
0x4cb7b9a1,19
0xffb526f5,20
0x2c503d40,20
0x32cb4889,21
0x6163a9c,21
0xda996830,22
0xee441a25,22
0xa6ea45db,21
0x22a04b21,21
0x750f5e6e,21
0xe2233295,23
0x498d3742,26
0x8610d2a0,25
0x69a0cd30,29
0x19dd5f5f,30
0x4d0a79f0,25
0x53616ba2,22
0x7363a51f,15
0xbdd25ded,19
0x5f65062d,19
0x3c8682b6,21
0xa74b90c9,18
0x2b58805a,16
0xaf128ea0,16
0x74761b56,17
0xb0140bae,19
0x3e9b0c4d,19
0xf2310cd3,19
0xd86be4b8,18
0x56e4e35b,18
0x9a4ee3c5,18
0xddfd3237,19
0x196f0754,18
0x537235d4,19
0x9fd8354a,19
0xf33ce59f,20
0x7db3e27c,20
0xb119e2e2,20
0x74bcdb89,21
0x327d44ef,20
0x4061a99c,21
0x8e4d951d,22
0xbe0874a0,23
0x3cbcf998,25
0xa3f97ef2,20
0x2016324c,20
0xe7317c89,18
0x4db0b410,18
0xd8fb03db,19
0x347848a4,16
0x765d4fd9,16
0x7c9846c0,16
0xafe09134,19
0xd4a670a6,22
0x35dfc048,23
0x4ec142ab,23
0x8bca018b,27
0xd7f476ae,23
0x722831f1,19
0x1fc10868,19
0x754f438a,14
0x79652858,14
0x6c4a0e2,18
0xf7ea2fbb,14
0x715a7212,18
0x3b402f25,14
0xeaff3e7d,18
0xac04f76b,9
0x7a2e809c,13
0x1f4f1277,14
0x272bb3c3,13
0x7a92af45,16
0xd3ac515e,18
0x52795f30,8
0x13ddb6c6,8
0x4c791d3,9
0x3aa55ca,9
0x8528b116,11
0x7690c4c9,8
0x38067db3,12
0xa3da6fdd,12
0x832600fd,9
0x3c7c3925,13
0xd27eea40,4
0xdec97c81,6
0x2a5a6784,7
0x8c2eed80,12
0x1db87a14,1
0xd8f6a88e,11
0xdaf3c863,14
0xc0fbd68f,8
0xa26bd6a0,19
0xd989b32f,22
0xb94c1790,22
0xc57e4ce5,27
0x9c47bcd7,16
0x8f701ce7,13
0x6abf4a82,1
0x4cbc89e6,15
0xfa005713,1
0x5f7be531,14
0x8d076785,1
0xb70a6c07,14
0xa15d25e1,2
0x5ef67051,14
0xd65a1577,2
0x27090018,16
0x4f5344cd,2
0xdd2afecc,14
0x3854745b,2
0x5d8a1bb1,16
0xa630e1f8,2
0xf0a34740,14
0xd137d16e,2
0x5421de55,15
0x483e80d4,2
0x4b869623,14
0x3f39b042,2
0x8369a909,14
0xaf86add3,2
0x22ccc98e,13
0xd8819d45,2
0x8a707622,2
0xfd7746b4,2
0x647e170e,2
0x13792798,2
0x8d1db23b,2
0xfa1a82ad,2
0xd560cbe8,18
0x6313d317,2
0x1414e381,2
0xd8496fe1,17
0x84abfe10,2
0xc3ffc996,14
0xf3acce86,2
0x662fdfe6,14
0x936b4763,2
0xa4221dc6,14
0xe46c77f5,2
0x12944904,17
0x7d65264f,2
0x26228f86,15
0xa6216d9,2
0x9406837a,2
0x6eacd0fa,12
0xe301b3ec,2
0x41749f82,14
0x7a08e256,2
0xedde7b9d,13
0xd0fd2c0,2
0xe02f04df,14
0x9db0cf51,2
0x88a0ed39,18
0xeab7ffc7,2
0x641c3c92,15
0xdc2ad1a4,2
0x691ac2e,16
0xab2de132,2
